电信组播,#genre#
股评汇,http://ljiang.myqnapcloud.com:8123/udp/239.93.0.141:5140
爱体育,http://ljiang.myqnapcloud.com:8123/udp/239.93.0.135:9008
电竞天堂,http://ljiang.myqnapcloud.com:8123/udp/239.93.1.135:5140
游戏风云,http://ljiang.myqnapcloud.com:8123/udp/239.93.0.136:5140
汽车频道,http://ljiang.myqnapcloud.com:8123/udp/239.93.0.117:1292
足球,http://ljiang.myqnapcloud.com:8123/udp/239.93.0.197:9040
高网,http://ljiang.myqnapcloud.com:8123/udp/239.93.0.202:9068
台球,http://ljiang.myqnapcloud.com:8123/udp/239.93.0.203:9072
纪实人文,http://ljiang.myqnapcloud.com:8123/udp/239.93.1.154:5140
墨宝,http://ljiang.myqnapcloud.com:8123/udp/239.93.0.215:9132
军事,http://ljiang.myqnapcloud.com:8123/udp/239.93.0.204:9076
解密,http://ljiang.myqnapcloud.com:8123/udp/239.93.0.199:9048
地理,http://ljiang.myqnapcloud.com:8123/udp/239.93.0.200:9052
传奇,http://ljiang.myqnapcloud.com:8123/udp/239.93.0.235:1282
导视,http://ljiang.myqnapcloud.com:8123/udp/239.93.0.129:5140
收视指南,http://ljiang.myqnapcloud.com:8123/udp/239.93.0.195:8012
资讯新干线,http://ljiang.myqnapcloud.com:8123/udp/239.93.0.236:1283
蓉城先锋,http://ljiang.myqnapcloud.com:8123/udp/239.93.0.91:2101
星空精选,http://ljiang.myqnapcloud.com:8123/udp/239.93.1.171:5140
东方财经,http://ljiang.myqnapcloud.com:8123/udp/239.93.1.165:5140
CGTN西班牙语,http://ljiang.myqnapcloud.com:8123/udp/239.93.42.49:5140
CGTN法语,http://ljiang.myqnapcloud.com:8123/udp/239.93.42.50:5140
百姓健康,http://ljiang.myqnapcloud.com:8123/udp/239.93.42.35:5140
爱怀旧,http://ljiang.myqnapcloud.com:8123/udp/239.93.42.21:5140
爱喜剧,http://ljiang.myqnapcloud.com:8123/udp/239.93.42.9:5140
爱奇谈,http://ljiang.myqnapcloud.com:8123/udp/239.93.42.22:5140
爱科幻,http://ljiang.myqnapcloud.com:8123/udp/239.93.42.10:5140
爱院线,http://ljiang.myqnapcloud.com:8123/udp/239.93.42.11:5140
都市剧场,http://ljiang.myqnapcloud.com:8123/udp/239.93.42.30:5140
爱谍战,http://ljiang.myqnapcloud.com:8123/udp/239.93.42.14:5140
爱经典,http://ljiang.myqnapcloud.com:8123/udp/239.93.42.13:5140
爱悬疑,http://ljiang.myqnapcloud.com:8123/udp/239.93.42.12:5140
爱青春,http://ljiang.myqnapcloud.com:8123/udp/239.93.42.16:5140
爱都市,http://ljiang.myqnapcloud.com:8123/udp/239.93.42.15:5140
少儿天地,http://ljiang.myqnapcloud.com:8123/udp/239.93.42.34:5140
爱幼教,http://ljiang.myqnapcloud.com:8123/udp/239.93.42.17:5140
爱玩具,http://ljiang.myqnapcloud.com:8123/udp/239.93.42.18:5140
爱动漫,http://ljiang.myqnapcloud.com:8123/udp/239.93.42.23:5140
求索频道,http://ljiang.myqnapcloud.com:8123/udp/239.93.42.24:5140
爱电竞,http://ljiang.myqnapcloud.com:8123/udp/239.93.42.19:5140
爱赛车,http://ljiang.myqnapcloud.com:8123/udp/239.93.42.20:5140
爱宠宠物,http://ljiang.myqnapcloud.com:8123/udp/239.93.42.32:5140
环球旅游,http://ljiang.myqnapcloud.com:8123/udp/239.93.42.31:5140
来钓鱼吧,http://ljiang.myqnapcloud.com:8123/udp/239.93.42.8:5140
麻辣体育,http://ljiang.myqnapcloud.com:8123/udp/239.93.42.2:5140
绚影4K,http://ljiang.myqnapcloud.com:8123/udp/239.93.42.33:5140
先锋乒羽,http://ljiang.myqnapcloud.com:8123/udp/239.93.42.56:5140
天元围棋,http://ljiang.myqnapcloud.com:8123/udp/239.93.42.55:5140
快乐垂钓,http://ljiang.myqnapcloud.com:8123/udp/239.93.1.151:5140
茶频道,http://ljiang.myqnapcloud.com:8123/udp/239.93.0.114:5140
热血剧场,http://ljiang.myqnapcloud.com:8123/udp/239.93.1.198:5140
乐龄学堂,http://ljiang.myqnapcloud.com:8123/udp/239.93.1.179:5140
亲子趣学4K,http://ljiang.myqnapcloud.com:8123/udp/239.93.1.191:5140
津津悦读4K,http://ljiang.myqnapcloud.com:8123/udp/239.93.1.197:5140
动画番剧,http://ljiang.myqnapcloud.com:8123/udp/239.93.1.177:5140
中录动漫4K,http://ljiang.myqnapcloud.com:8123/udp/239.93.1.188:5140
熊猫24小时,http://ljiang.myqnapcloud.com:8123/udp/239.93.1.178:5140
综艺咖秀,http://ljiang.myqnapcloud.com:8123/udp/239.93.1.175:5140
红色经典,http://ljiang.myqnapcloud.com:8123/udp/239.93.1.176:5140
4K超电影,http://ljiang.myqnapcloud.com:8123/udp/239.93.1.156:5140
4K乐享超清,http://ljiang.myqnapcloud.com:8123/udp/239.93.0.43:5140
i成都,http://ljiang.myqnapcloud.com:8123/udp/239.93.1.104:1234
中国体育1,http://ljiang.myqnapcloud.com:8123/udp/239.93.42.25:5140
中国体育2,http://ljiang.myqnapcloud.com:8123/udp/239.93.42.26:5140
中国体育3,http://ljiang.myqnapcloud.com:8123/udp/239.93.42.27:5
四川康巴卫视,http://ljiang.myqnapcloud.com:8123/udp/239.93.0.41:5140
四川公共乡村,http://ljiang.myqnapcloud.com:8123/udp/239.93.0.52:5140
四川妇女儿童,http://ljiang.myqnapcloud.com:8123/udp/239.93.0.219:5140
四川影视文艺,http://ljiang.myqnapcloud.com:8123/udp/239.93.0.166:5140
四川影视文艺,http://ljiang.myqnapcloud.com:8123/udp/239.93.1.195:5140
四川文化旅游,http://ljiang.myqnapcloud.com:8123/udp/239.93.1.101:5140
四川文化旅游,http://ljiang.myqnapcloud.com:8123/udp/239.93.1.20:5140
四川新闻,http://ljiang.myqnapcloud.com:8123/udp/239.93.0.47:5140
四川经济,http://ljiang.myqnapcloud.com:8123/udp/239.93.1.102:5140
四川经济,http://ljiang.myqnapcloud.com:8123/udp/239.93.1.16:5140
此字符被系统屏蔽中文,http://ljiang.myqnapcloud.com:8123/udp/239.93.0.162:2192
此字符被系统屏蔽中文,http://ljiang.myqnapcloud.com:8123/udp/239.93.1.9:2192
此字符被系统屏蔽资讯,http://ljiang.myqnapcloud.com:8123/udp/239.93.0.118:2191
此字符被系统屏蔽资讯,http://ljiang.myqnapcloud.com:8123/udp/239.93.1.4:2191
星空,http://ljiang.myqnapcloud.com:8123/udp/239.93.0.156:2193
星空,http://ljiang.myqnapcloud.com:8123/udp/239.93.1.10:2193
CHANNEL-V,http://ljiang.myqnapcloud.com:8123/udp/239.93.0.157:2194
CHANNEL-V,http://ljiang.myqnapcloud.com:8123/udp/239.93.1.7:2194
手机看短剧,#genre#
逆命神医,https://vd3.bdstatic.com/mda-peds8afg0055s0nh/720p/h264/1684091269327297304/mda-peds8afg0055s0nh.mp4
满月之下请相爱,https://vd3.bdstatic.com/mda-pedkenasrhs239n2/sc/cae_h264/1684169079399702313/mda-pedkenasrhs239n2.mp4
落在生命里的光,https://vd3.bdstatic.com/mda-pedgk34za4i2wsk4/720p/h264/1684066802676530455/mda-pedgk34za4i2wsk4.mp4
老街中的痞子,https://vd3.bdstatic.com/mda-pedd0pjr3d230d6a/sc/cae_h264/1684151422563021066/mda-pedd0pjr3d230d6a.mp4
绝世龙帅,https://vd3.bdstatic.com/mda-pectb75a7wb5zsgu/720p/h264/1684008093774139159/mda-pectb75a7wb5zsgu.mp4
浪子情仇,https://vd3.bdstatic.com/mda-pecpz9ti97u1z825/720p/h264/1683998885326452646/mda-pecpz9ti97u1z825.mp4
昆仑强者,https://vd3.bdstatic.com/mda-peck0hfux97mrc79/720p/h264/1683988862148442153/mda-peck0hfux97mrc79.mp4
狂医战神,https://vd3.bdstatic.com/mda-pecipvturq4mgv6g/sc/cae_h264/1684084270058079228/mda-pecipvturq4mgv6g.mp4
都市绝代神豪,https://vd3.bdstatic.com/mda-pe9eqrb4tadeeq8u/sc/cae_h264/1683775782275951628/mda-pe9eqrb4tadeeq8u.mp4
都市药王医仙,https://vd4.bdstatic.com/mda-pe9p7t88g3zwkn0w/sc/cae_h264/1683812630561498452/mda-pe9p7t88g3zwkn0w.mp4
功夫医圣,https://vd2.bdstatic.com/mda-pe9qn6dabh5ppc6w/720p/h264/1683740514742579726/mda-pe9qn6dabh5ppc6w.mp4
古董风云,https://vd2.bdstatic.com/mda-pe9r3itz1thdrm9i/sc/cae_h264/1683796097451505310/mda-pe9r3itz1thdrm9i.mp4
九天龙婿,https://vd3.bdstatic.com/mda-pearanim35vri65p/sc/cae_h264/1683912779273117359/mda-pearanim35vri65p.mp4
九境霸主,https://vd2.bdstatic.com/mda-peasdcyvjkdf5nn6/720p/h264/1683833678473112939/mda-peasdcyvjkdf5nn6.mp4
巨富之回家过年,https://vd3.bdstatic.com/mda-pebudunbwkk5zbda/sc/cae_h264/1684006305257028126/mda-pebudunbwkk5zbda.mp4
绝世殿主下山,https://vd2.bdstatic.com/mda-peccf0m7th05413e/720p/h264/1683970435027956651/mda-peccf0m7th05413e.mp4
重生后被死对头掐腰宠,https://vd4.bdstatic.com/mda-pidtbshvj541hcww/sc/cae_h264/1694795969503049377/mda-pidtbshvj541hcww.mp4
罪妻难逃夜少求放过,https://vd3.bdstatic.com/mda-pidatyprbq4r7sgs/sc/cae_h264/1694741083134075277/mda-pidatyprbq4r7sgs.mp4
亿万总裁爱上我,https://vd4.bdstatic.com/mda-pidarj60e9258tkd/sc/cae_h264/1694742743328696121/mda-pidarj60e9258tkd.mp4
庄少得罪妻难逃,https://vd4.bdstatic.com/mda-pidasrh5mj9ikfaf/sc/cae_h264/1694741687600700555/mda-pidasrh5mj9ikfaf.mp4
公主大人请赎罪,https://vd4.bdstatic.com/mda-pidaps9q6cr1f6yj/sc/cae_h264/1694741205249538787/mda-pidaps9q6cr1f6yj.mp4
逆袭1990,https://vd3.bdstatic.com/mda-pic27fqea6gxshu3/sc/cae_h264/1694576577838370273/mda-pic27fqea6gxshu3.mp4
总裁老公身边的真假千金,https://vd4.bdstatic.com/mda-piaru4rz4ea5d3jr/sc/cae_h264/1694527130409630365/mda-piaru4rz4ea5d3jr.mp4
豪门战尊,https://vd4.bdstatic.com/mda-pi947rkiaa76hy2m/sc/cae_h264/1694346919481540355/mda-pi947rkiaa76hy2m.mp4
布衣神算,https://vd3.bdstatic.com/mda-pi941bbxng9npbt1/sc/cae_h264/1694356000584455030/mda-pi941bbxng9npbt1.mp4
易容总裁前妻后悔了,https://vd3.bdstatic.com/mda-pi8hhip3c0gwjs8v/sc/cae_h264/1694291223790904476/mda-pi8hhip3c0gwjs8v.mp4
顶级豪门太子爷,https://vd3.bdstatic.com/mda-pi8hhbg56uhtbkxt/sc/cae_h264/1694293569901543683/mda-pi8hhbg56uhtbkxt.mp4
我的老婆是特工,https://vd3.bdstatic.com/mda-pi8hginfpu0srhru/720p/h264/1694269051746088241/mda-pi8hginfpu0srhru.mp4
顾少你的老婆找到了,https://vd3.bdstatic.com/mda-pi72zwkq28kxci62/sc/cae_h264/1694217756500480165/mda-pi72zwkq28kxci62.mp4
魔幻手机之重回2003,https://vd3.bdstatic.com/mda-pi72kjkh3bibqvfc/sc/cae_h264/1694215643936724842/mda-pi72kjkh3bibqvfc.mp4
离婚后冷爷他知错了,https://vd3.bdstatic.com/mda-pi6scbgcwrd7r2zr/sc/cae_h264/1694210199261123829/mda-pi6scbgcwrd7r2zr.mp4
迟来的心动,https://vd3.bdstatic.com/mda-pi5r0s19mnefdk88/sc/cae_h264/1694074495316287456/mda-pi5r0s19mnefdk88.mp4
无上总裁,https://vd2.bdstatic.com/mda-pe7rikuj1jveu6m1/sc/cae_h264/1683615228963572913/mda-pe7rikuj1jveu6m1.mp4
霸爱为奴,https://vd4.bdstatic.com/mda-pe89k65is9xdwqen/sc/cae_h264/1683667911711262079/mda-pe89k65is9xdwqen.mp4
霸总的替嫁娇妻,https://vd4.bdstatic.com/mda-pe8ar4g2yhw6qgfj/sc/cae_h264/1683668393614566668/mda-pe8ar4g2yhw6qgfj.mp4
宠妻入怀,https://vd4.bdstatic.com/mda-pe8dzumbi13eve70/sc/cae_h264/1683681373360436407/mda-pe8dzumbi13eve70.mp4
再见陆先生,https://vd4.bdstatic.com/mda-pe9cq6zbt1adgb0m/sc/cae_h264/1683773573447572218/mda-pe9cq6zbt1adgb0m.mp4
都市逍遥神医,https://vd4.bdstatic.com/mda-pe9f7u2qj8qi7r04/720p/h264/1683716481871424650/mda-pe9f7u2qj8qi7r04.mp4
逆命神医,https://vd3.bdstatic.com/mda-peds8afg0055s0nh/720p/h264/1684091269327297304/mda-peds8afg0055s0nh.mp4
满月之下请相爱,https://vd3.bdstatic.com/mda-pedkenasrhs239n2/sc/cae_h264/1684169079399702313/mda-pedkenasrhs239n2.mp4
落在生命里的光,https://vd3.bdstatic.com/mda-pedgk34za4i2wsk4/720p/h264/1684066802676530455/mda-pedgk34za4i2wsk4.mp4
老街中的痞子,https://vd3.bdstatic.com/mda-pedd0pjr3d230d6a/sc/cae_h264/1684151422563021066/mda-pedd0pjr3d230d6a.mp4
绝世龙帅,https://vd3.bdstatic.com/mda-pectb75a7wb5zsgu/720p/h264/1684008093774139159/mda-pectb75a7wb5zsgu.mp4
浪子情仇,https://vd3.bdstatic.com/mda-pecpz9ti97u1z825/720p/h264/1683998885326452646/mda-pecpz9ti97u1z825.mp4
昆仑强者,https://vd3.bdstatic.com/mda-peck0hfux97mrc79/720p/h264/1683988862148442153/mda-peck0hfux97mrc79.mp4
罪妻难逃夜少求放过,https://vd3.bdstatic.com/mda-pidatyprbq4r7sgs/sc/cae_h264/1694741083134075277/mda-pidatyprbq4r7sgs.mp4
亿万总裁爱上我,https://vd4.bdstatic.com/mda-pidarj60e9258tkd/sc/cae_h264/1694742743328696121/mda-pidarj60e9258tkd.mp4
百事通tv,#genre#

CCTV1,http://43.141.130.51/dongfang5g-mobile-v51-live.bestvcdn.com.cn/SB/live/program/live/cctv1hd8m/8000000/d3.m3u8?
CCTV2,http://43.141.130.51/dongfang5g-mobile-v51-live.bestvcdn.com.cn/SB/live/program/live/cctv2hd8m/8000000/d3.m3u8?
CCTV3,http://43.141.130.51/dongfang5g-mobile-v51-live.bestvcdn.com.cn/SB/live/program/live/cctv38m/8000000/d3.m3u8?
CCTV4,http://43.141.130.51/dongfang5g-mobile-v51-live.bestvcdn.com.cn/SB/live/program/live/cctv4hd8m/8000000/d3.m3u8?
CCTV5,http://43.141.130.51/dongfang5g-mobile-v51-live.bestvcdn.com.cn/SB/live/program/live/cctv58m/8000000/d3.m3u8?
CCTV5+,http://43.141.130.51/dongfang5g-mobile-v51-live.bestvcdn.com.cn/SB/live/program/live/cctv5hd8m/8000000/d3.m3u8?
CCTV5+,http://43.141.130.51/dongfang5g-mobile-v51-live.bestvcdn.com.cn/SB/live/program/live/cctv5phd8m/8000000/d3.m3u8?
CCTV6,http://43.141.130.51/dongfang5g-mobile-v51-live.bestvcdn.com.cn/SB/live/program/live/cctv6hd8m/8000000/d3.m3u8?
CCTV7,http://43.141.130.51/dongfang5g-mobile-v51-live.bestvcdn.com.cn/SB/live/program/live/cctv7hd8m/8000000/d3.m3u8?
CCTV8,http://43.141.130.51/dongfang5g-mobile-v51-live.bestvcdn.com.cn/SB/live/program/live/cctv8hd8m/8000000/d3.m3u8?
CCTV9,http://43.141.130.51/dongfang5g-mobile-v51-live.bestvcdn.com.cn/SB/live/program/live/cctv9hd8m/8000000/d3.m3u8?
CCTV10,http://43.141.130.51/dongfang5g-mobile-v51-live.bestvcdn.com.cn/SB/live/program/live/cctv10hd8m/8000000/d3.m3u8?
CCTV11,http://43.141.130.51/dongfang5g-mobile-v51-live.bestvcdn.com.cn/SB/live/program/live/cctv11hd8m/8000000/d3.m3u8?
CCTV12,http://43.141.130.51/dongfang5g-mobile-v51-live.bestvcdn.com.cn/SB/live/program/live/cctv12hd8m/8000000/d3.m3u8?
CCTV13,http://43.141.130.51/dongfang5g-mobile-v51-live.bestvcdn.com.cn/SB/live/program/live/cctv13xwhd8m/8000000/d3.m3u8?
CCTV14,http://43.141.130.51/dongfang5g-mobile-v51-live.bestvcdn.com.cn/SB/live/program/live/cctvsehd8m/8000000/d3.m3u8?
CCTV15,http://43.141.130.51/dongfang5g-mobile-v51-live.bestvcdn.com.cn/SB/live/program/live/cctv15hd8m/8000000/d3.m3u8?
CCTV16,http://43.141.130.51/dongfang5g-mobile-v51-live.bestvcdn.com.cn/SB/live/program/live/cctv16hd8m/8000000/d3.m3u8?
CCTV164k,http://43.141.130.51/dongfang5g-mobile-v51-live.bestvcdn.com.cn/SB/live/program/live/cctv16hd4k/15000000/d3.m3u8?
CCTV17,http://43.141.130.51/dongfang5g-mobile-v51-live.bestvcdn.com.cn/SB/live/program/live/cctv17hd8m/8000000/d3.m3u8?
CCTV4K,http://43.141.130.51/dongfang5g-mobile-v51-live.bestvcdn.com.cn/SB/live/program/live/cctv4k/15000000/d3.m3u8?
CGTN,http://43.141.130.51/dongfang5g-mobile-v51-live.bestvcdn.com.cn/SB/live/program/live/ottcctvnews/1300000/d3.m3u8?
CETV1,http://43.141.130.51/dongfang5g-mobile-v51-live.bestvcdn.com.cn/SB/live/program/live/zgjy1t8m/8000000/d3.m3u8?
CETV2,http://43.141.130.51/dongfang5g-mobile-v51-live.bestvcdn.com.cn/SB/live/program/live/cetv2/2500000/d3.m3u8?
CETV4,http://43.141.130.51/dongfang5g-mobile-v51-live.bestvcdn.com.cn/SB/live/program/live/zgjy4hd8m/8000000/d3.m3u8?
中国天气,http://43.141.130.51/dongfang5g-mobile-v51-live.bestvcdn.com.cn/SB/live/program/live/zgqx/1300000/d3.m3u8?
北京卫视,http://43.141.130.51/dongfang5g-mobile-v51-live.bestvcdn.com.cn/SB/live/program/live/bjwshd8m/8000000/d3.m3u8?
东方卫视,http://43.141.130.51/dongfang5g-mobile-v51-live.bestvcdn.com.cn/SB/live/program/live/dfwshd8m/8000000/d3.m3u8?
天津卫视,http://43.141.130.51/dongfang5g-mobile-v51-live.bestvcdn.com.cn/SB/live/program/live/tjwshd8m/8000000/d3.m3u8?
重庆卫视,http://43.141.130.51/dongfang5g-mobile-v51-live.bestvcdn.com.cn/SB/live/program/live/cqws8m/8000000/d3.m3u8?
黑龙江卫视,http://43.141.130.51/dongfang5g-mobile-v51-live.bestvcdn.com.cn/SB/live/program/live/hljwshd8m/8000000/d3.m3u8?
吉林卫视,http://43.141.130.51/dongfang5g-mobile-v51-live.bestvcdn.com.cn/SB/live/program/live/jlwshd8m/8000000/d3.m3u8?
辽宁卫视,http://43.141.130.51/dongfang5g-mobile-v51-live.bestvcdn.com.cn/SB/live/program/live/lnwshd8m/8000000/d3.m3u8?
内蒙古卫视,http://43.141.130.51/dongfang5g-mobile-v51-live.bestvcdn.com.cn/SB/live/program/live/nmgws/1300000/d3.m3u8?
宁夏卫视  ,http://43.141.130.51/dongfang5g-mobile-v51-live.bestvcdn.com.cn/SB/live/program/live/nxws/1300000/d3.m3u8?
甘肃卫视,http://43.141.130.51/dongfang5g-mobile-v51-live.bestvcdn.com.cn/SB/live/program/live/gswshd8m/8000000/d3.m3u8?
 青海卫视,http://43.141.130.51/dongfang5g-mobile-v51-live.bestvcdn.com.cn/SB/live/program/live/qhws/1300000/d3.m3u8?
陕西卫视,http://43.141.130.51/dongfang5g-mobile-v51-live.bestvcdn.com.cn/SB/live/program/live/sxws/1300000/d3.m3u8?
河北卫视,http://43.141.130.51/dongfang5g-mobile-v51-live.bestvcdn.com.cn/SB/live/program/live/hbwshd8m/8000000/d3.m3u8?
山西卫视,http://43.141.130.51/dongfang5g-mobile-v51-live.bestvcdn.com.cn/SB/live/program/live/shanxiws/1300000/d3.m3u8?
山东卫视,http://43.141.130.51/dongfang5g-mobile-v51-live.bestvcdn.com.cn/SB/live/program/live/sdws8m/8000000/d3.m3u8?
安徽卫视,http://43.141.130.51/dongfang5g-mobile-v51-live.bestvcdn.com.cn/SB/live/program/live/ahwshd8m/8000000/d3.m3u8?
河南卫视,http://43.141.130.51/dongfang5g-mobile-v51-live.bestvcdn.com.cn/SB/live/program/live/hnwshd8m/8000000/d3.m3u8?
湖北卫视,http://43.141.130.51/dongfang5g-mobile-v51-live.bestvcdn.com.cn/SB/live/program/live/hubeiws8m/8000000/d3.m3u8?
湖南卫视,http://43.141.130.51/dongfang5g-mobile-v51-live.bestvcdn.com.cn/SB/live/program/live/hunanwshd8m/8000000/d3.m3u8?
江西卫视,http://43.141.130.51/dongfang5g-mobile-v51-live.bestvcdn.com.cn/SB/live/program/live/jxws8m/8000000/d3.m3u8?
江苏卫视,http://43.141.130.51/dongfang5g-mobile-v51-live.bestvcdn.com.cn/SB/live/program/live/jswshd8m/8000000/d3.m3u8?
浙江卫视,http://43.141.130.51/dongfang5g-mobile-v51-live.bestvcdn.com.cn/SB/live/program/live/zjwshd8m/8000000/d3.m3u8?
东南卫视,http://43.141.130.51/dongfang5g-mobile-v51-live.bestvcdn.com.cn/SB/live/program/live/dnwshd8m/8000000/d3.m3u8?
厦门卫视,http://43.141.130.51/dongfang5g-mobile-v51-live.bestvcdn.com.cn/SB/live/program/live/xmws/1300000/d3.m3u8?
海峡卫视,http://43.141.130.51/dongfang5g-mobile-v51-live.bestvcdn.com.cn/SB/live/program/live/hxwshd4m/4000000/d3.m3u8?
广东卫视,http://43.141.130.51/dongfang5g-mobile-v51-live.bestvcdn.com.cn/SB/live/program/live/gdwshd8m/8000000/d3.m3u8?
深圳卫视,http://43.141.130.51/dongfang5g-mobile-v51-live.bestvcdn.com.cn/SB/live/program/live/szwshd8m/8000000/d3.m3u8?
广西卫视,http://43.141.130.51/dongfang5g-mobile-v51-live.bestvcdn.com.cn/SB/live/program/live/gxwshd8m/8000000/d3.m3u8?
云南卫视,http://43.141.130.51/dongfang5g-mobile-v51-live.bestvcdn.com.cn/SB/live/program/live/ynwshd8m/8000000/d3.m3u8?
贵州卫视,http://43.141.130.51/dongfang5g-mobile-v51-live.bestvcdn.com.cn/SB/live/program/live/gzwshd8m/8000000/d3.m3u8?
四川卫视,http://43.141.130.51/dongfang5g-mobile-v51-live.bestvcdn.com.cn/SB/live/program/live/scwshd/8000000/d3.m3u8?
康巴卫视,http://43.141.130.51/dongfang5g-mobile-v51-live.bestvcdn.com.cn/SB/live/program/live/kbws/2500000/d3.m3u8?
新疆卫视,http://43.141.130.51/dongfang5g-mobile-v51-live.bestvcdn.com.cn/SB/live/program/live/xjws/1300000/d3.m3u8?
兵团卫视,http://43.141.130.51/dongfang5g-mobile-v51-live.bestvcdn.com.cn/SB/live/program/live/btws/1300000/d3.m3u8?
西藏卫视,http://43.141.130.51/dongfang5g-mobile-v51-live.bestvcdn.com.cn/SB/live/program/live/xzws/2500000/d3.m3u8?
西藏藏语卫视,http://43.141.130.51/dongfang5g-mobile-v51-live.bestvcdn.com.cn/SB/live/program/live/xzwszy/2500000/d3.m3u8?
海南卫视,http://43.141.130.51/dongfang5g-mobile-v51-live.bestvcdn.com.cn/SB/live/program/live/hainanwshd8m/8000000/d3.m3u8?
三沙卫视,http://43.141.130.51/dongfang5g-mobile-v51-live.bestvcdn.com.cn/SB/live/program/live/sswshd8m/8000000/d3.m3u8?
北京纪实科教,http://43.141.130.51/dongfang5g-mobile-v51-live.bestvcdn.com.cn/SB/live/program/live/dajs8m/8000000/d3.m3u8?
卡酷少儿,http://43.141.130.51/dongfang5g-mobile-v51-live.bestvcdn.com.cn/SB/live/program/live/kkse8m/8000000/d3.m3u8?
东方财*,http://43.141.130.51/dongfang5g-mobile-v51-live.bestvcdn.com.cn/SB/live/program/live/dfcjhd8m/8000000/d3.m3u8?
东方影视,http://43.141.130.51/dongfang5g-mobile-v51-live.bestvcdn.com.cn/SB/live/program/live/dfyshd8m/8000000/d3.m3u8?
东方购物,http://43.141.130.51/dongfang5g-mobile-v51-live.bestvcdn.com.cn/SB/live/program/live/dfgwsxhd8m/8000000/d3.m3u8?
第一财*,http://43.141.130.51/dongfang5g-mobile-v51-live.bestvcdn.com.cn/SB/live/program/live/dycjhd8m/8000000/d3.m3u8?
上海新闻综合,http://43.141.130.51/dongfang5g-mobile-v51-live.bestvcdn.com.cn/SB/live/program/live/xwzhhd8m/8000000/d3.m3u8?
上海都市,http://43.141.130.51/dongfang5g-mobile-v51-live.bestvcdn.com.cn/SB/live/program/live/dshd8m/8000000/d3.m3u8?
上海纪实人文,http://43.141.130.51/dongfang5g-mobile-v51-live.bestvcdn.com.cn/SB/live/program/live/jspdhd/4000000/d3.m3u8?
上海ICS,http://43.141.130.51/dongfang5g-mobile-v51-live.bestvcdn.com.cn/SB/live/program/live/icshd8m/8000000/d3.m3u8?
哈哈炫动,http://43.141.130.51/dongfang5g-mobile-v51-live.bestvcdn.com.cn/SB/live/program/live/hhxd8m/8000000/d3.m3u8?
五星体育,http://43.141.130.51/dongfang5g-mobile-v51-live.bestvcdn.com.cn/SB/live/program/live/wxtyhd8m/8000000/d3.m3u8?
法治天地,http://43.141.130.51/dongfang5g-mobile-v51-live.bestvcdn.com.cn/SB/live/program/live/fztd8m/8000000/d3.m3u8?
欢笑剧场,http://43.141.130.51/dongfang5g-mobile-v51-live.bestvcdn.com.cn/SB/live/program/live/hxjc8m/8000000/d3.m3u8?
欢笑剧场4K,http://43.141.130.51/dongfang5g-mobile-v51-live.bestvcdn.com.cn/SB/live/program/live/hxjc4k/15000000/d3.m3u8?
都市剧场,http://43.141.130.51/dongfang5g-mobile-v51-live.bestvcdn.com.cn/SB/live/program/live/dsjc8m/8000000/d3.m3u8?
七彩戏剧,http://43.141.130.51/dongfang5g-mobile-v51-live.bestvcdn.com.cn/SB/live/program/live/qcxjhd8m/8000000/d3.m3u8?
动漫秀场,http://43.141.130.51/dongfang5g-mobile-v51-live.bestvcdn.com.cn/SB/live/program/live/dmxc8m/8000000/d3.m3u8?
劲爆体育,http://43.141.130.51/dongfang5g-mobile-v51-live.bestvcdn.com.cn/SB/live/program/live/jbtyhd8m/8000000/d3.m3u8?
新视觉,http://43.141.130.51/dongfang5g-mobile-v51-live.bestvcdn.com.cn/SB/live/program/live/xsjhd8m/8000000/d3.m3u8?
游戏风云,http://43.141.130.51/dongfang5g-mobile-v51-live.bestvcdn.com.cn/SB/live/program/live/yxfy8m/8000000/d3.m3u8?
生活时尚,http://43.141.130.51/dongfang5g-mobile-v51-live.bestvcdn.com.cn/SB/live/program/live/shss8m/8000000/d3.m3u8?
金色学堂,http://43.141.130.51/dongfang5g-mobile-v51-live.bestvcdn.com.cn/SB/live/program/live/jingsepd8m/8000000/d3.m3u8?
乐游,http://43.141.130.51/dongfang5g-mobile-v51-live.bestvcdn.com.cn/SB/live/program/live/qjshd8m/8000000/d3.m3u8?
魅力足球,http://43.141.130.51/dongfang5g-mobile-v51-live.bestvcdn.com.cn/SB/live/program/live/mlyyhd8m/8000000/d3.m3u8?
上海教育,http://43.141.130.51/dongfang5g-mobile-v51-live.bestvcdn.com.cn/SB/live/program/live/setvhd/8000000/d3.m3u8?
浦东电视台,http://43.141.130.51/dongfang5g-mobile-v51-live.bestvcdn.com.cn/SB/live/program/live/hhse/2500000/d3.m3u8?
足球频道,http://43.141.130.51/dongfang5g-mobile-v51-live.bestvcdn.com.cn/SB/live/program/live/zqpd8m/8000000/d3.m3u8?
茶频道,http://43.141.130.51/dongfang5g-mobile-v51-live.bestvcdn.com.cn/SB/live/program/live/cpdhdavs8m/8000000/d3.m3u8?
快乐垂钓,http://43.141.130.51/dongfang5g-mobile-v51-live.bestvcdn.com.cn/SB/live/program/live/klcd8m/8000000/d3.m3u8?
